client_name,client_id,account_type,address,phone_number,email,branch_id,servicing_broker_id,status,issued_on,updated_on,avg_days_between_logins,avg_user_sentiment_score
Lynn Moore,C003175,Personal,"PSC 5928, Box 2060, APO AP 69999",(943)216-3163,lynn.moore@perez.biz,B_US00553,S007698,Inactive,2005-09-17,2025-11-28,28.532813353159284,7.187298788389776
Michael Perez,C008093,Commercial,"0371 Joseph Trafficway, New Sonyabury, SD 27370",692.284.1963x74116,michael.perez@hanson.com,B_US00833,S004725,Prospect,2005-06-08,2025-11-28,14.458629879777801,5.0246771364189176
Debbie Brooks PhD,C002639,Personal,"9550 Kristen Stravenue Apt. 489, Jerryville, HI 69185",(683)518-6905,debbie.brooks.phd@hughes.com,B_US00436,S008106,Prospect,2005-07-08,2025-11-28,25.209815969192586,5.362860933436187
Jill Lewis,C005409,Personal,"43614 Anderson Well Apt. 480, South Lorimouth, DE 19006",001-960-844-7591x3140,jill.lewis@baker-simon.net,B_US00115,S005258,Inactive,2005-02-01,2025-11-28,8.369909640747817,5.659119561348417
Andrew Burns,C003025,Commercial,"814 Knight Throughway Apt. 412, Lake Nicolefort, KY 34197",985-779-4119,andrew.burns@valdez-williams.com,B_US00935,S004196,Inactive,2005-08-12,2025-11-28,17.89003977313661,4.782331829341642
Julia Beard,C007040,Commercial,"43486 Kelli Burgs Suite 060, Jamesmouth, AR 75354",(446)757-5353x346,julia.beard@hill.com,B_US00553,S003121,Prospect,2005-11-17,2025-11-28,12.023793125951247,7.117268928556588
Amber Ross,C005888,Personal,"80362 Sherry Ferry, New Johnathanburgh, AL 93733",248-964-0714x78803,amber.ross@miller-williams.com,B_US00787,S003774,Inactive,2005-09-14,2025-11-28,17.490775624817875,10.0
Linda Christensen,C008661,Personal,"496 Nelson Centers, Stewartstad, MI 70701",945-325-0116x36420,linda.christensen@mendoza.com,B_US00833,S002881,Prospect,2005-04-04,2025-11-28,18.92781787141839,6.915699089118157
Jonathon Donovan,C001547,Commercial,"8531 Justin Shoals, Deniseview, OK 75895",001-716-268-1752x83101,jonathon.donovan@tucker.com,B_US00725,S004539,Prospect,2005-11-24,2025-11-28,12.03632749179571,7.460430711760415
Mark Lewis,C006935,Personal,"15794 Booker Pines Apt. 909, West Brendaport, PW 42409",503.899.0243x88023,mark.lewis@ferguson.com,B_US00553,S006615,Active,2005-05-15,2025-11-28,5.643316477379763,5.099282619129998
Angela Davis,C001636,Commercial,"98410 Jeffrey Brook Suite 789, North Anthony, SC 47880",833-784-1068x525,angela.davis@rodriguez.com,B_US00787,S002543,Prospect,2005-05-03,2025-11-28,19.68093615209292,7.265261501750167
Daniel Hudson,C005188,Personal,"Unit 1626 Box 1146, DPO AP 18898",541.809.4313,daniel.hudson@gonzalez.com,B_US00377,S002742,Active,2005-10-13,2025-11-28,7.83693985374942,5.483992428841399
Rhonda West,C008902,Commercial,"2393 Christopher Trail Suite 899, Amandafurt, AR 49973",+1-844-624-8969,rhonda.west@watson.com,B_US00377,S008098,Active,2005-03-05,2025-11-28,23.351035075161487,7.404398234416078
Jessica Mann,C002697,Commercial,"Unit 4963 Box 8149, DPO AE 74093",9566864448,jessica.mann@stephens-brooks.com,B_US00436,S004838,Active,2005-04-10,2025-11-28,13.904511769902602,0.8146895670342422
Nicolas Brown,C005118,Commercial,"8550 Guzman Station, Floreshaven, AL 07511",875.491.1826x08465,nicolas.brown@trujillo-warren.com,B_US00935,S009021,Active,2005-08-22,2025-11-28,24.17053995609519,7.788603450063776
Angela Howard,C005724,Commercial,"14453 Michelle Plains, Vancestad, IN 24168",238.704.7467x54592,angela.howard@thompson.org,B_US00833,S005344,Prospect,2005-09-22,2025-11-28,10.912858650911257,4.444612739511486
Jason Hamilton,C006609,Personal,"90692 Harris Course Suite 126, West Christianborough, VA 17859",938.250.9317x998,jason.hamilton@eaton-smith.net,B_US00436,S002268,Active,2005-10-26,2025-11-28,12.98076002052027,9.54950032755956
Anthony Day,C009801,Personal,"7855 Brandy Lodge, Fordburgh, WI 29821",336-861-0388x80242,anthony.day@dodson.info,B_US00935,S003714,Prospect,2005-06-26,2025-11-28,2.4320451884440164,7.304690403623767
Heidi Graham,C002586,Commercial,"1313 May Run, West Scott, MD 15386",(472)832-9808,heidi.graham@johnson.info,B_US00347,S006652,Inactive,2005-09-17,2025-11-28,7.411179414187323,7.033223094361791
Ian Russell,C004364,Commercial,"5028 Grant Trail Suite 628, Port Stephen, ND 66620",(494)703-3960x110,ian.russell@fuller.net,B_US00347,S005393,Active,2005-03-24,2025-11-28,11.926898183616304,7.037338628613857
Thomas Martin,C007158,Personal,"65779 Marilyn Skyway Apt. 623, East Aliciaview, TX 08776",9645844695,thomas.martin@miller.biz,B_US00347,S006413,Active,2005-08-07,2025-11-28,0.8978034871465503,8.453658031784661
Stephen Bernard,C005327,Commercial,"4818 Berry Hills Suite 075, South Anna, KS 25929",902.882.9449,stephen.bernard@turner.com,B_US00115,S002250,Prospect,2004-11-27,2025-11-28,7.724039871033875,10.0
Robert Carter,C001216,Personal,"1397 Adams Dam Apt. 694, East Michaelside, AK 60368",+1-951-949-2962x7538,robert.carter@vasquez.com,B_US00725,S006700,Prospect,2004-12-25,2025-11-28,10.026117792615493,3.7132931090273185
Fred Mcneil,C001132,Personal,"136 Johnson Islands Suite 700, Hughesmouth, WY 66771",660.551.6673,fred.mcneil@walton-leon.com,B_US00833,S009794,Active,2005-11-03,2025-11-28,18.02596195090451,6.011967223463129
Anna Nelson,C007921,Personal,"8659 Bell Parkways Apt. 790, East John, WY 10577",558.673.9928x0253,anna.nelson@robertson-flowers.biz,B_US00935,S005028,Prospect,2005-01-14,2025-11-28,16.05295837977858,7.672911230691232
Betty Taylor,C005333,Commercial,"9316 Franklin Plaza Apt. 130, Gabrielfurt, LA 75824",9644636942,betty.taylor@martin.info,B_US00725,S007515,Prospect,2004-12-29,2025-11-28,15.70310965284824,9.92157077259653
Jennifer Wright,C008399,Personal,"61455 Hogan Vista, South Clintonton, PW 86724",561.300.7414,jennifer.wright@murphy-robinson.com,B_US00428,S005091,Inactive,2005-02-16,2025-11-28,10.820899321409907,5.482161132268384
Laura Dudley,C004541,Personal,"2932 Regina Drive Suite 220, West Christine, ND 96190",446.842.2112,laura.dudley@chung.biz,B_US00428,S009189,Inactive,2005-11-17,2025-11-28,9.397842105640459,7.928856786892876
Shawn Knight,C002183,Personal,"396 Johnson Cape, Bettyton, ND 20185",4855409820,shawn.knight@martin.biz,B_US00428,S002971,Inactive,2005-07-20,2025-11-28,15.470715512354902,7.424781625243467
David Fuentes,C004258,Commercial,"931 Martinez Lock Apt. 310, Henryfort, TX 37616",948-817-1889,david.fuentes@brown.com,B_US00553,S001682,Active,2005-04-07,2025-11-28,20.53435201930076,7.060365038178301
Krystal Robinson,C002824,Commercial,"3964 Baker Harbor Suite 704, Port Elizabethhaven, ME 92641",(331)216-9023x504,krystal.robinson@wagner.com,B_US00377,S005038,Active,2005-07-21,2025-11-28,20.277300117631235,9.18217982437166
Marcus Boyd,C003560,Commercial,"Unit 6549 Box 1316, DPO AP 77357",872.491.8295,marcus.boyd@merritt.com,B_US00347,S008739,Prospect,2005-04-17,2025-11-28,30.86567185220568,3.4779739902435316
Claudia Becker,C005495,Commercial,"5786 Warren Haven Suite 510, West Meganbury, GU 77861",443.572.9312x80793,claudia.becker@kim.org,B_US00377,S002719,Active,2005-05-21,2025-11-28,1.753454830342978,4.845912007399145
Tina Cox,C002325,Commercial,"939 Julie Flats Apt. 560, East Jennifer, CT 23304",521.525.6858,tina.cox@conrad.com,B_US00833,S006250,Active,2005-10-12,2025-11-28,14.4741034351905,6.891136816432894
Michael Savage,C009431,Personal,"63519 Miller Dam, Williamland, WA 12570",423.389.8849x2229,michael.savage@mcdowell.com,B_US00377,S005360,Inactive,2004-12-01,2025-11-28,1.543263952278446,7.894206434855674
Steven Martinez,C007722,Personal,"935 Nicholas Mountain, West Mckenzieport, CT 63726",2438333873,steven.martinez@bryant-thomas.net,B_US00436,S004534,Prospect,2005-06-12,2025-11-28,14.352872817902414,5.187245053415981
Mrs. Brenda Swanson,C007136,Commercial,"0930 Jennifer Corner Apt. 591, Jameschester, MS 74517",6657761198,mrs..brenda.swanson@morgan-davis.com,B_US00787,S008219,Inactive,2005-02-11,2025-11-28,11.632519096369037,7.238269999948907
Dr. Jeffrey Rodriguez,C007560,Personal,"4068 Murphy Rest Apt. 364, Smithmouth, FM 70298",+1-322-520-4081x79143,dr..jeffrey.rodriguez@velasquez-miller.info,B_US00935,S002132,Prospect,2004-12-15,2025-11-28,13.068827441170805,8.302132549226512
Elizabeth Johnson,C002139,Personal,"0241 Jeffrey Port Apt. 654, Danielton, WA 80614",331-476-5750,elizabeth.johnson@kennedy.com,B_US00115,S008828,Active,2005-11-04,2025-11-28,18.552874766319068,5.63513974647371
Ricky Beasley,C003983,Commercial,"5146 Bautista Falls, North Anthony, WV 02164",705.830.0239x686,ricky.beasley@mullins.info,B_US00115,S001599,Inactive,2005-06-27,2025-11-28,24.142335611159844,8.020926860344298
John Rivera,C005628,Commercial,"70485 Randy Well, Washingtonfurt, MO 53128",941-546-2240x015,john.rivera@fleming-tran.org,B_US00428,S004981,Inactive,2005-04-19,2025-11-28,22.073581688622486,5.611177967241973
April Johnson,C002173,Personal,"6941 Rhonda Fords, Ruizbury, DC 74202",206.222.8313x94384,april.johnson@davis.com,B_US00787,S002299,Prospect,2005-11-13,2025-11-28,8.59545492289305,5.738303580070568
Emily Haynes,C006803,Personal,"255 Jeffrey Valleys Apt. 647, Port Jonathan, ID 81997",4938123116,emily.haynes@martin-martin.info,B_US00428,S003334,Inactive,2004-12-25,2025-11-28,10.579572548662966,4.56166833965429
Tammy Brown,C002357,Personal,"3564 Lisa Crest, East William, CO 06713",+1-985-291-3534x1427,tammy.brown@sutton.com,B_US00428,S003265,Prospect,2004-12-22,2025-11-28,21.98622259946788,6.293666260166102
Jeffrey Hammond,C001321,Commercial,"666 Donna Mountains, West Autumn, MS 91316",+1-603-254-4636x104,jeffrey.hammond@mccoy.com,B_US00725,S006094,Active,2005-07-18,2025-11-28,27.338109830861647,8.552285138373666
Christina Conner,C009231,Personal,"976 Jessica Mountain Suite 316, Johnshire, MP 15689",001-784-819-4083x85390,christina.conner@collins.com,B_US00935,S009179,Inactive,2004-12-28,2025-11-28,13.59741167731189,4.336950257313292
Olivia Gardner,C006505,Commercial,"5620 Lisa Corner Apt. 966, Lake Matthewtown, FL 76387",001-673-520-9928x042,olivia.gardner@horton-larson.biz,B_US00377,S007934,Inactive,2005-01-27,2025-11-28,23.72926472386707,7.3425820887269015
Tiffany Boone,C001139,Commercial,"721 Tiffany Way Suite 947, New Matthew, AL 88368",916.517.4314,tiffany.boone@vasquez-johnson.info,B_US00833,S008059,Inactive,2005-02-14,2025-11-28,6.784111229118917,7.025010580314594
Edward Green,C002364,Personal,"09426 Moore Squares Apt. 260, Michaelfurt, MI 57543",001-616-785-8492x68908,edward.green@lawson.com,B_US00935,S007247,Inactive,2005-10-22,2025-11-28,21.433702951591187,4.0403862902822265
Janet Wallace,C007853,Personal,"081 Frank Ports, Lewisbury, NM 59666",6053428599,janet.wallace@carter.com,B_US00377,S006574,Inactive,2005-11-11,2025-11-28,20.529326749019262,3.230213087680228
Wendy Martinez,C004153,Commercial,"1626 Martin Lake Suite 894, Michelleton, WV 17385",2783701015,wendy.martinez@jackson.info,B_US00553,S009329,Prospect,2004-12-18,2025-11-28,12.466815098399906,8.35408732425778
Darrell Sullivan,C006687,Commercial,"8464 Kevin Glens Suite 679, Gilbertland, WV 48065",639-259-5171x788,darrell.sullivan@hull.com,B_US00428,S007492,Prospect,2005-07-16,2025-11-28,13.843916729220002,8.1393410068859
Christie Baxter,C009712,Personal,"559 Kimberly Mountains, New Katiebury, AZ 59874",375.827.1998x3506,christie.baxter@black.org,B_US00428,S009080,Prospect,2005-02-17,2025-11-28,10.046932998364811,6.659171485549978
Zachary Alexander,C003651,Commercial,"80612 Estrada Village, West Lindsey, TN 71418",697.788.0711x9863,zachary.alexander@smith.biz,B_US00787,S006510,Inactive,2005-05-22,2025-11-28,11.126706910919623,8.959758672467004
Kelly Wilson,C007547,Personal,"911 Mcconnell Cliff Apt. 456, West Jill, GA 39203",572-390-3881,kelly.wilson@moore.net,B_US00377,S001444,Prospect,2005-06-23,2025-11-28,8.676549385670592,2.968723079991695
Eric Hall,C002931,Commercial,"8754 Brian Run Apt. 751, Robertsport, ME 57139",001-374-369-6089,eric.hall@shaw-sosa.org,B_US00725,S009325,Active,2005-02-06,2025-11-28,13.913881811379497,5.272207056006347
Cynthia Richard,C005096,Personal,"641 Patterson Stream Suite 833, Kellymouth, MN 86366",001-658-713-2821x3081,cynthia.richard@hurst.com,B_US00833,S002397,Inactive,2005-02-01,2025-11-28,19.387703125516104,5.117786568792141
Kelly Mullen,C005853,Commercial,"7567 Austin Shores Suite 462, Lake Brian, MN 43611",(466)990-3869x876,kelly.mullen@mckinney.info,B_US00787,S002653,Inactive,2005-11-23,2025-11-28,8.600046291189837,6.482965326439881
Alyssa Kelly,C006657,Personal,"844 Robert Flats, Anthonychester, SC 04707",938-789-3803x35130,alyssa.kelly@rodriguez.com,B_US00787,S005604,Active,2005-01-29,2025-11-28,19.529201185441845,7.615694638626724
Scott Johnson,C005203,Commercial,"0275 Kaufman Rue Apt. 110, East Hannahshire, MI 74650",+1-851-794-1816x16872,scott.johnson@stewart.com,B_US00553,S009012,Prospect,2005-09-30,2025-11-28,17.265549433994707,9.663193038075894
Krystal Reed,C002481,Commercial,"4273 Montgomery Fords, North Anneport, VA 20450",001-231-369-9215x5908,krystal.reed@jones.info,B_US00935,S007754,Active,2005-01-05,2025-11-28,23.11843434775529,7.716616919530053
Jacob Taylor,C001963,Commercial,"3271 Sandy Prairie Apt. 691, East Randy, GU 98159",250.648.0884x652,jacob.taylor@pena-douglas.com,B_US00553,S005462,Active,2005-07-20,2025-11-28,16.423046155261048,6.220998904172556
Amy Clark,C004768,Commercial,"610 Johnson Gardens, Contrerasstad, KY 30636",(318)990-0411x38068,amy.clark@durham.biz,B_US00935,S003697,Prospect,2005-04-27,2025-11-28,16.703678157179933,6.687321822877295
Jonathon Vazquez,C005980,Personal,"730 Gentry Ranch, West Jason, NY 44300",472.201.3067,jonathon.vazquez@martinez.com,B_US00115,S007848,Active,2005-06-06,2025-11-28,12.456072522432862,5.68291770979988
Veronica Knox,C007809,Personal,"6021 Todd Parkway, New Caseyton, NE 65494",428-651-3408x76352,veronica.knox@turner.com,B_US00428,S002070,Prospect,2005-03-28,2025-11-28,17.677749916890356,7.0844463883351345
Stephanie Rangel,C004148,Personal,"834 Robert Pine, East Andrew, LA 73892",433.330.3294,stephanie.rangel@hart.com,B_US00115,S004919,Prospect,2004-11-30,2025-11-28,9.161963761614249,7.078747239102746
Ricardo Choi,C003664,Personal,"121 Robin Pass Suite 202, Jessicahaven, WI 93780",(738)205-6174,ricardo.choi@torres.com,B_US00377,S001558,Prospect,2005-03-21,2025-11-28,5.550712341855913,6.0136003094767805
Sean Ali,C001329,Personal,"55849 Mora Parkways Suite 049, West James, AK 29917",+1-538-836-4221x61134,sean.ali@gill.biz,B_US00833,S006665,Active,2005-11-10,2025-11-28,9.019315680509186,7.568662861825965
David Hall,C005537,Personal,"631 Shaw Mountain Apt. 664, Walkermouth, NM 09776",476-236-4263,david.hall@compton.biz,B_US00377,S003048,Prospect,2005-03-05,2025-11-28,19.061619626487644,6.17395278435654
Mark Bowman,C002850,Personal,"7720 Stark Mountain Suite 406, South Alexis, MO 31084",001-431-941-0507,mark.bowman@mercer.com,B_US00115,S009381,Prospect,2005-07-13,2025-11-28,0.9714274265122889,8.492265089087692
Jason Rivas,C008924,Personal,"80054 Jordan Valley Suite 909, Littlefort, OK 29676",657-895-8492x522,jason.rivas@suarez.com,B_US00115,S008467,Inactive,2005-02-17,2025-11-28,18.03191005730322,9.891509962928659
Kristina Hester,C008422,Commercial,"USCGC Ramirez, FPO AA 65173",201.664.7958,kristina.hester@moody.com,B_US00115,S006684,Inactive,2005-03-06,2025-11-28,13.009519220718184,7.088045217975686
Joshua Solomon Jr.,C005992,Commercial,"624 Justin Island Apt. 512, Michaelport, NE 70766",394.625.3688x8270,joshua.solomon.jr.@johnson-pugh.com,B_US00725,S009745,Active,2005-10-16,2025-11-28,13.2071893030941,5.880801229516053
Justin Haley,C008080,Commercial,"0586 Haynes Creek Suite 049, Port Amanda, ME 19630",5195869703,justin.haley@harrison.biz,B_US00833,S005972,Inactive,2005-02-03,2025-11-28,17.64225110745573,5.030054294698677
Stephanie Krueger,C009684,Commercial,"Unit 1099 Box 4946, DPO AE 66264",505.477.6383,stephanie.krueger@wall.com,B_US00436,S008620,Inactive,2005-07-25,2025-11-28,11.02161165394433,7.033806778893077
Daniel Everett,C005792,Personal,"690 Williams Prairie Apt. 584, Pamelabury, OH 78862",+1-239-346-8784,daniel.everett@myers.com,B_US00935,S006812,Inactive,2005-07-07,2025-11-28,14.852785201061703,10.0
Sean Burke,C004959,Commercial,"59246 Lewis Route Apt. 111, North Tammyhaven, MO 19880",273.960.9454x8654,sean.burke@thompson-salinas.com,B_US00935,S002783,Inactive,2005-04-13,2025-11-28,13.85265521042229,7.9563152492906575
Clayton Campbell,C004832,Commercial,"441 Tiffany Alley Suite 217, East Patricia, ID 02793",847.520.0156,clayton.campbell@mills-bailey.com,B_US00436,S009789,Active,2005-02-03,2025-11-28,19.086377239104728,7.224771942436841
John Barrett,C007427,Personal,"864 Melissa Junctions, Williamsborough, WA 66870",258-375-3513x884,john.barrett@miller.org,B_US00428,S006447,Inactive,2005-02-07,2025-11-28,17.048124813042744,9.262063114677131
Jennifer Simmons,C003549,Personal,"44899 Ronald Shoal, Jonesfort, DE 53602",232.247.1376,jennifer.simmons@clark.com,B_US00833,S006925,Inactive,2005-06-18,2025-11-28,10.688817656497676,10.0
Terry Flores,C007176,Personal,"76750 Peter Stravenue, Port Christopher, FL 84415",692.228.2604x702,terry.flores@petersen-king.com,B_US00725,S005748,Active,2005-05-07,2025-11-28,10.295495494248675,7.613516220076107
Charles Rice,C006160,Personal,"3714 Kristin Pike, North Nancy, WV 12740",001-884-375-4538x067,charles.rice@jones.com,B_US00115,S005513,Active,2005-01-14,2025-11-28,9.530018273537664,8.675168109828567
Alexander Fitzgerald,C008148,Commercial,"57012 Franco Unions, Hammondstad, CA 76340",764.725.9247,alexander.fitzgerald@gomez.com,B_US00436,S005638,Prospect,2004-11-28,2025-11-28,14.912140997299996,3.0578110393286755
Stacy Nicholson,C006994,Commercial,"USNV Klein, FPO AE 98884",+1-711-911-1719x07980,stacy.nicholson@marquez.com,B_US00787,S005554,Inactive,2005-06-24,2025-11-28,12.902763142107965,7.344047396028068
Karen Hudson,C001280,Commercial,"589 Kenneth Way, West Christine, OR 16111",+1-271-534-5725x64511,karen.hudson@mitchell-villarreal.com,B_US00436,S005664,Active,2005-08-03,2025-11-28,20.393150457238775,6.91995539507175
Steven Singleton,C008538,Commercial,"78035 Lee Row, Shellyshire, ME 33499",001-984-883-9730,steven.singleton@hudson-butler.com,B_US00725,S009435,Active,2005-11-03,2025-11-28,24.7696036338115,8.386145354091106
Theresa Jones,C007950,Personal,"856 Catherine Groves Suite 305, Wrighttown, PR 05091",(286)355-3574x2636,theresa.jones@brooks.biz,B_US00377,S003297,Active,2004-12-20,2025-11-28,12.617439995278328,9.905657903216664
Cole White,C009914,Personal,"0200 Vasquez Courts, Port Donna, AS 27424",651.697.9978x77915,cole.white@chapman-moore.info,B_US00935,S008155,Active,2005-06-26,2025-11-28,19.55053278824073,8.239469964804814
Michael Vaughn,C006300,Commercial,"9552 James Ports Suite 074, Harringtonmouth, OK 35422",226-253-4181,michael.vaughn@brown-sanders.net,B_US00935,S002992,Prospect,2005-07-29,2025-11-28,26.732250542667142,8.000712700510668
Derek Greer,C002209,Personal,"13638 Clark Freeway, Ramirezton, OR 45303",840.455.0979x754,derek.greer@reed.com,B_US00377,S009908,Inactive,2005-09-28,2025-11-28,8.919782735035863,6.392916492814911
Gary Ramos DDS,C008738,Personal,"011 Ryan Ramp Apt. 146, Lake Suzannefurt, ID 22893",301-934-5753x4657,gary.ramos.dds@lee.biz,B_US00428,S007392,Prospect,2005-07-12,2025-11-28,23.9173497915176,9.01298989689232
Wesley Soto,C001527,Personal,"Unit 8466 Box 2027, DPO AA 48061",3065870718,wesley.soto@case.org,B_US00725,S008983,Active,2005-05-12,2025-11-28,10.012915374766935,10.0
Shannon Ruiz,C005896,Commercial,"576 Kelly Ridge Suite 589, North Joel, CT 32335",544-714-4155,shannon.ruiz@williams.org,B_US00436,S008135,Inactive,2005-10-25,2025-11-28,12.669950783340267,7.135960223170448
John Stewart,C006742,Commercial,"5809 Hess Path Apt. 896, North Dawn, GU 42774",843.800.2760x515,john.stewart@jones.com,B_US00553,S008999,Prospect,2005-11-18,2025-11-28,18.005472110101447,7.4215396564703635
Daniel Clark,C002077,Personal,"627 Kevin Valleys Suite 753, South Andrew, NC 41098",224-505-7063x0167,daniel.clark@ferguson.com,B_US00787,S008033,Prospect,2005-10-05,2025-11-28,19.6556575464342,5.640201054284787
Angel Bridges,C004875,Commercial,"815 Roberts Junctions Suite 084, Rothshire, CO 58905",+1-534-943-2566x99002,angel.bridges@stewart.org,B_US00428,S004343,Active,2005-11-13,2025-11-28,19.628219095417005,6.535163721808988
Amber Johnson,C009319,Personal,"589 Chelsea Rue Apt. 104, Port Cameron, DE 83710",(705)882-4916,amber.johnson@chase.com,B_US00833,S004686,Active,2004-12-26,2025-11-28,5.396879947363356,7.687029652184498
Anna Reeves,C007737,Commercial,"810 Smith Mall Apt. 293, West Jessetown, NY 93269",910.333.2073,anna.reeves@lewis.com,B_US00787,S009227,Prospect,2005-08-28,2025-11-28,24.513223432414158,9.870376589246202
Heidi Santiago,C006853,Personal,"1540 Lopez Summit, South Jenniferfurt, AL 98694",393.939.7391,heidi.santiago@ward.org,B_US00725,S001366,Inactive,2005-02-08,2025-11-28,20.589340858192354,7.200374459399604
Timothy Smith,C004383,Personal,"8137 Barbara Camp Suite 045, Brianview, PA 39987",001-953-399-4539,timothy.smith@walker.org,B_US00115,S004323,Inactive,2005-05-05,2025-11-28,9.955416602244842,5.010293268691235
Eric Brown,C002113,Commercial,"71676 Billy Spurs Apt. 024, North Garyhaven, AZ 12223",+1-975-987-8776x074,eric.brown@faulkner.com,B_US00833,S003044,Inactive,2005-08-10,2025-11-28,25.410342171678483,4.910924365399191
James Morris,C002636,Personal,"44647 Jason Square, Hughesville, AR 94208",856.667.8574,james.morris@stein-garcia.com,B_US00428,S005705,Active,2005-10-14,2025-11-28,16.494708993791182,9.069374059102591
Daniel Valdez,C004141,Commercial,"90834 Emma Spring, Lake Michelle, AS 08173",+1-974-965-5016x55526,daniel.valdez@beard-mendez.org,B_US00553,S003860,Prospect,2004-12-24,2025-11-28,14.378399869830247,7.161078967347512
Terri Ali,C001010,Commercial,"0320 Baxter Prairie Apt. 115, Leonchester, OK 13976",911.825.9560x44770,terri.ali@adams.com,B_US00935,S001437,Inactive,2005-04-14,2025-11-28,4.710806504140246,6.526027982638529
Peter Davis,C003953,Personal,"USCGC Wilson, FPO AP 20336",+1-749-923-7964x5308,peter.davis@marshall.org,B_US00935,S006680,Inactive,2005-11-22,2025-11-28,12.857916201270234,6.179685085287843
Tammy Guzman,C006181,Commercial,"208 Jillian Plains Apt. 884, Lake Kaitlin, AL 44641",955-948-8999,tammy.guzman@little.biz,B_US00115,S002125,Prospect,2005-11-16,2025-11-28,13.032557647762305,7.56955448435415
Christopher Forbes,C005848,Commercial,"USNV Bernard, FPO AA 10083",+1-880-675-2476x0258,christopher.forbes@parks.info,B_US00833,S007652,Active,2005-09-26,2025-11-28,20.773289497716274,9.79842760043051
Brendan Adams,C001175,Commercial,"719 Roberts Stream, Gilbertbury, MT 69787",(999)977-9254x6256,brendan.adams@bennett-sandoval.info,B_US00347,S004205,Inactive,2004-12-29,2025-11-28,9.534493656476487,6.515590761946165
Jill Gonzalez,C004192,Commercial,"10312 Laura Glens Apt. 353, Bateston, DE 68530",222-226-6665x6037,jill.gonzalez@lindsey-jones.info,B_US00787,S001633,Prospect,2004-12-21,2025-11-28,16.94955742853135,10.0
Alicia Vasquez,C007603,Commercial,"326 Charles Fields, Margaretbury, MH 69645",001-814-755-7788x70154,alicia.vasquez@david.com,B_US00428,S002048,Active,2005-10-05,2025-11-28,15.56800547458082,5.046084103835758
Victor Carson,C004880,Commercial,"PSC 8480, Box 5309, APO AE 18560",976.282.6976x468,victor.carson@white.net,B_US00833,S004914,Active,2005-03-26,2025-11-28,4.048742233467328,7.489687715464631
James Hernandez,C001174,Commercial,"77606 Morgan Row, North Annetown, IA 57322",001-506-300-2034,james.hernandez@bell-adams.com,B_US00725,S002094,Active,2005-02-27,2025-11-28,26.129806822216654,5.9455817424384545
Kim Bell,C002571,Commercial,"208 Brandon Garden Suite 369, South Adamport, DC 05360",657-830-1139x30383,kim.bell@moore.com,B_US00787,S001921,Prospect,2005-08-07,2025-11-28,24.292632921036272,8.634245361002852
Ashley Tucker,C004355,Personal,"8455 Bobby Forks Apt. 307, Kellyview, AR 40835",451.468.0821,ashley.tucker@henderson-snow.info,B_US00725,S004597,Active,2005-03-19,2025-11-28,11.965225358698092,8.434357589872088
Erica Richards,C002610,Commercial,"23178 Sanders Curve Apt. 609, Smithland, IL 65870",(865)544-3411x4134,erica.richards@foley.com,B_US00436,S008241,Active,2004-12-31,2025-11-28,40.57848255318993,10.0
Christina Fox DVM,C004002,Commercial,"43649 Henry Brook Apt. 078, West Melissaburgh, IA 96354",(402)756-8323x21654,christina.fox.dvm@reed.net,B_US00935,S006096,Active,2005-05-05,2025-11-28,25.325735496472916,5.07129166188332
Dr. Sandy Mercado,C006598,Commercial,"82888 Kimberly Grove Apt. 699, Lynnstad, AK 68958",(888)352-6680,dr..sandy.mercado@hall.com,B_US00436,S001920,Inactive,2004-12-04,2025-11-28,22.977207691732247,8.94908729041838
Connie Perez,C003416,Personal,"05791 Esparza Forges Apt. 883, Cameronstad, FL 70853",+1-600-647-7468x6782,connie.perez@kemp.com,B_US00725,S008986,Inactive,2005-07-31,2025-11-28,14.819195949171608,6.1478986662061965
Kevin Estrada,C004869,Commercial,"68029 Holland Curve Apt. 189, South Matthewtown, IA 03990",+1-541-454-8368x0153,kevin.estrada@meyers.com,B_US00377,S008757,Active,2005-03-10,2025-11-28,14.170704484932706,6.199828040915752
Steven Bailey,C003407,Commercial,"262 Steven Cape, Lake Kathytown, MO 03585",+1-979-541-6923x980,steven.bailey@johnson.info,B_US00725,S002070,Prospect,2005-08-10,2025-11-28,16.94584329727491,7.970302434897425
Nicholas Thompson,C009579,Commercial,"533 Key Overpass Apt. 152, Walkerburgh, AL 81245",+1-974-679-7084x3664,nicholas.thompson@rubio.info,B_US00787,S007924,Active,2005-06-02,2025-11-28,19.110793748859706,7.377758750342842
Taylor Wise,C007130,Commercial,"78272 Joseph Gardens, Littlefurt, TX 96278",001-361-720-8071,taylor.wise@king-golden.org,B_US00115,S006172,Inactive,2005-08-27,2025-11-28,8.53020767424762,8.80386083326891
Deborah Braun,C007364,Commercial,"706 Washington Highway Suite 523, South Ritamouth, PA 91189",001-916-946-2783x88411,deborah.braun@sanders.com,B_US00428,S006373,Active,2005-09-30,2025-11-28,23.55451013557036,8.057916241762241
John Carpenter,C003022,Commercial,"2190 Oscar Dam Suite 757, Rebeccamouth, TN 11049",781.293.9623,john.carpenter@sutton-velazquez.biz,B_US00377,S004078,Prospect,2005-07-16,2025-11-28,9.900575327483022,6.471970144046121
