client_name,client_id,account_type,address,phone_number,email,branch_id,servicing_broker_id,status,issued_on,updated_on,avg_days_between_logins,avg_user_sentiment_score
Toni Rodriguez,C005378,Commercial,"1301 Cory Tunnel Suite 331, Lake Penny, KS 63152",225-576-7046x77157,toni.rodriguez@james-gentry.com,B_US00225,S006289,Active,2005-11-26,2025-11-28,17.75720263156528,6.860296341304671
Lynn Moore,C003175,Personal,"4316 Vargas Field, South Kimberly, CO 52533",(927)957-6235,lynn.moore@schultz.biz,B_US00225,S003155,Prospect,2005-09-17,2025-11-28,26.732564668092117,8.776815334913492
Michael Perez,C008093,Commercial,"1462 Sanchez Locks Suite 708, Allenmouth, SC 21052",+1-363-484-3589x05818,michael.perez@watson.com,B_US00223,S002971,Active,2005-06-08,2025-11-28,6.01369475074274,2.7821234130316803
Debbie Brooks PhD,C002639,Personal,"9419 Cain Green, New Brittany, NH 05275",(959)802-0458x01809,debbie.brooks.phd@mahoney.org,B_US00225,S009386,Prospect,2005-07-08,2025-11-28,20.639915926365088,6.4120140630222195
Jill Lewis,C005409,Personal,"369 Vasquez Ports Suite 652, Keyburgh, MA 18637",3073894500,jill.lewis@lopez.org,B_US00966,S007693,Prospect,2005-02-01,2025-11-28,8.7393715219977,8.86713722959547
Andrew Burns,C003025,Commercial,"9707 Lewis Flat, Robertbury, NJ 32192",860.377.7840x400,andrew.burns@young-frey.com,B_US00223,S006739,Inactive,2005-08-12,2025-11-28,15.368550154712933,7.66972573568074
Julia Beard,C007040,Commercial,"47280 Diamond Rapids Apt. 279, Port Kristina, AL 43156",935.946.6662,julia.beard@montgomery.com,B_US00966,S006127,Inactive,2005-11-17,2025-11-28,22.333124853997134,9.135819775502942
Amber Ross,C005888,Commercial,"11728 Carter Center Suite 507, New Elizabethton, NC 82399",+1-698-897-4502x73631,amber.ross@johnson-bowers.org,B_US00749,S005698,Active,2005-09-14,2025-11-28,17.807202559619384,4.825871189569776
Linda Christensen,C008661,Commercial,"504 Hendricks Park Suite 353, Adamfort, MT 33939",001-299-298-3770x77676,linda.christensen@tran-morris.com,B_US00749,S004844,Active,2005-04-04,2025-11-28,14.193561839080104,7.227635670359021
Jonathon Donovan,C001547,Commercial,"681 James Ways Apt. 116, Racheltown, NJ 24373",325.948.2373x75325,jonathon.donovan@meyer-daniel.com,B_US00105,S006212,Active,2005-11-24,2025-11-28,25.567622271975928,3.742745031383613
Mark Lewis,C006935,Personal,"09955 Raymond Drive Suite 652, West Teresa, IL 43798",850-862-2607x609,mark.lewis@white.com,B_US00831,S003896,Inactive,2005-05-15,2025-11-28,6.26982883000564,7.9327571111962705
Angela Davis,C001636,Commercial,"345 Wood Meadow Suite 964, Port Ericaburgh, MP 61972",751.384.5845,angela.davis@reese.org,B_US00198,S008701,Active,2005-05-03,2025-11-28,15.371186073092925,5.470615278856965
Daniel Hudson,C005188,Commercial,"2676 Jimenez Orchard, Lake Melaniestad, DC 42101",(664)261-4395,daniel.hudson@villarreal.net,B_US00749,S007806,Active,2005-10-13,2025-11-28,17.12561546101773,5.433327522593083
Rhonda West,C008902,Commercial,"9005 Ray Grove, Ashleyberg, UT 37684",+1-763-769-9797x631,rhonda.west@hoover.com,B_US00749,S007100,Prospect,2005-03-05,2025-11-28,15.315727816816718,8.312311713663227
Jessica Mann,C002697,Personal,"284 Miller Common Suite 038, West Robertton, KY 12450",(938)496-3011x9301,jessica.mann@villarreal-washington.com,B_US00966,S003864,Inactive,2005-04-10,2025-11-28,7.244419370975183,8.738461009477685
Nicolas Brown,C005118,Personal,"1527 Jeffery Prairie, Lake Ralphview, WY 84550",+1-545-676-8443,nicolas.brown@oconnor.com,B_US00256,S003824,Prospect,2005-08-22,2025-11-28,6.353192105187832,5.073138089354218
Angela Howard,C005724,Personal,"71415 Weber Park, Nathanstad, GU 58516",215.385.4215,angela.howard@armstrong-bernard.net,B_US00223,S006513,Prospect,2005-09-22,2025-11-28,5.594819283078287,7.085909631467112
Jason Hamilton,C006609,Personal,"081 Lopez Ford, South Michaelfort, MT 89079",001-212-518-7186,jason.hamilton@scott.com,B_US00966,S008240,Active,2005-10-26,2025-11-28,19.75624279096565,4.135210440233019
Anthony Day,C009801,Personal,"219 Perez Ferry Apt. 444, Rachelmouth, OK 81944",(526)770-1428x1261,anthony.day@oconnor.com,B_US00256,S002304,Prospect,2005-06-26,2025-11-28,12.84141974238829,6.1515044836874715
Heidi Graham,C002586,Personal,"206 Cooley Meadow, New Christineshire, LA 63463",(531)336-9218x77334,heidi.graham@meyer.biz,B_US00223,S003998,Active,2005-09-17,2025-11-28,7.193491175934392,5.761533375865723
Ian Russell,C004364,Commercial,"9763 Taylor Cliff, Port Scottburgh, WV 68562",001-696-687-4140x027,ian.russell@payne.com,B_US00223,S003346,Inactive,2005-03-24,2025-11-28,14.00222720085457,6.1364369011206605
Thomas Martin,C007158,Personal,"5213 Davis Turnpike, Ingramfort, KS 68513",+1-272-378-1030x763,thomas.martin@lowery.com,B_US00198,S005789,Prospect,2005-08-07,2025-11-28,14.45552573762379,7.501698847755275
Stephen Bernard,C005327,Personal,"4041 Gregory Corners, North Russellborough, GU 95960",(421)442-6645x843,stephen.bernard@conley.com,B_US00256,S001326,Active,2004-11-27,2025-11-28,17.575250429121024,6.74429314517135
Robert Carter,C001216,Personal,"PSC 6407, Box 8928, APO AP 82758",(833)266-2347,robert.carter@miles-callahan.biz,B_US00749,S009865,Inactive,2004-12-25,2025-11-28,26.118651418864275,4.784868706851084
Fred Mcneil,C001132,Commercial,"485 Robbins Junctions, West Christophershire, MH 68727",+1-225-818-2321x10185,fred.mcneil@valdez.com,B_US00223,S004089,Active,2005-11-03,2025-11-28,16.83974017284145,6.779734445921528
Anna Nelson,C007921,Personal,"668 Shepherd Common Apt. 875, Port Rhondaport, NJ 72485",001-720-421-3161,anna.nelson@guzman.com,B_US00695,S004743,Inactive,2005-01-14,2025-11-28,21.84753974658378,9.375208782404385
Betty Taylor,C005333,Personal,"41988 Teresa Motorway, Lake Ericberg, GA 73867",507-666-7758x8438,betty.taylor@walker-baker.com,B_US00198,S007271,Active,2004-12-29,2025-11-28,13.690407290443263,4.168602223066168
Jennifer Wright,C008399,Commercial,"1043 Bonilla Corners, Williamchester, TX 04798",464-695-6816,jennifer.wright@cummings-webb.net,B_US00198,S002200,Inactive,2005-02-16,2025-11-28,1.4647323157621859,3.780073911346789
Laura Dudley,C004541,Commercial,"4019 Brian Groves, Laurenton, DE 43824",399.908.3895x106,laura.dudley@chavez-sanchez.com,B_US00223,S009694,Active,2005-11-17,2025-11-28,23.82225387235393,5.907931645570621
Shawn Knight,C002183,Personal,"7747 William Rest, West Charlotteside, WI 85271",779-509-5250x64333,shawn.knight@gray.com,B_US00749,S006117,Prospect,2005-07-20,2025-11-28,13.250703171949066,6.450265031884482
David Fuentes,C004258,Commercial,"97727 Love Mission, North Jacob, VI 58994",+1-224-931-5797x5041,david.fuentes@evans.org,B_US00695,S004358,Prospect,2005-04-07,2025-11-28,6.158691887604972,4.36336531233773
Krystal Robinson,C002824,Commercial,"189 Garner Path Suite 656, Lake Aaronbury, CT 97312",+1-218-433-8301,krystal.robinson@grant.com,B_US00749,S001341,Inactive,2005-07-21,2025-11-28,15.398127793538126,8.527461791279059
Marcus Boyd,C003560,Commercial,"3930 Emily Village, South James, MA 57879",(566)208-1210,marcus.boyd@simmons-martin.com,B_US00730,S005593,Prospect,2005-04-17,2025-11-28,12.384691169783924,6.466714738571207
Claudia Becker,C005495,Personal,"701 Lewis Shore, West Matthew, MO 57463",512-609-0325x04325,claudia.becker@miller.com,B_US00105,S007333,Prospect,2005-05-21,2025-11-28,16.930209894302614,7.502741863850374
Tina Cox,C002325,Commercial,"0566 Dillon Track, West Joshua, MH 77775",9477479567,tina.cox@luna.biz,B_US00749,S003224,Active,2005-10-12,2025-11-28,23.970427131272352,6.900750697832327
Michael Savage,C009431,Commercial,"479 Taylor Route, Christopherfort, HI 62036",+1-643-514-8026,michael.savage@wilson.com,B_US00105,S001712,Active,2004-12-01,2025-11-28,8.922268482895252,6.1215587726090765
Steven Martinez,C007722,Commercial,"9256 Davis Forge, South Jenniferfurt, MO 16045",(372)543-3989x752,steven.martinez@ellison.com,B_US00695,S008698,Inactive,2005-06-12,2025-11-28,19.94701222944407,6.63066454138652
Mrs. Brenda Swanson,C007136,Personal,"26796 Eileen Alley Suite 379, West Paige, AR 83595",318-997-3466x463,mrs..brenda.swanson@scott.biz,B_US00105,S003200,Active,2005-02-11,2025-11-28,18.589726351525925,4.3858064962255545
Dr. Jeffrey Rodriguez,C007560,Commercial,"58228 Jason Square Apt. 834, Scottfurt, MD 44806",(313)339-0603,dr..jeffrey.rodriguez@spencer.com,B_US00730,S005878,Active,2004-12-15,2025-11-28,16.937915855576545,5.779660999542504
Elizabeth Johnson,C002139,Commercial,"181 Jimenez Garden Suite 885, North Tyler, NY 32946",001-624-894-4720x31509,elizabeth.johnson@fisher.com,B_US00695,S008270,Inactive,2005-11-04,2025-11-28,26.01117688766878,3.2598540705864556
Ricky Beasley,C003983,Personal,"64035 Mullen Falls, Barnesstad, CA 93001",533-809-6572x66114,ricky.beasley@perry.net,B_US00256,S009590,Prospect,2005-06-27,2025-11-28,12.310736506499314,8.091561833557105
John Rivera,C005628,Commercial,"415 Coleman Locks, New Michaelchester, HI 60195",+1-588-208-9233,john.rivera@washington.info,B_US00256,S006969,Prospect,2005-04-19,2025-11-28,17.50755084756855,8.57302738172226
April Johnson,C002173,Personal,"23650 Stone Valleys Suite 526, Kerrport, UT 04895",426.363.4722x45952,april.johnson@anderson-brown.com,B_US00831,S005784,Active,2005-11-13,2025-11-28,19.274479858300346,7.398604984538179
Emily Haynes,C006803,Personal,"9833 Benjamin Centers Suite 859, West Dana, MT 99213",2094306054,emily.haynes@le.com,B_US00695,S005647,Inactive,2004-12-25,2025-11-28,16.066290459330517,7.232723193139785
Tammy Brown,C002357,Personal,"1929 Scott Isle Suite 239, Port Charlotte, PA 21486",(207)461-3658x78321,tammy.brown@trujillo-frazier.com,B_US00225,S004035,Inactive,2004-12-22,2025-11-28,20.82919285930323,6.511402051593926
Jeffrey Hammond,C001321,Personal,"85684 Jamie Highway Apt. 168, New Ronald, MD 14251",9608744875,jeffrey.hammond@cole.com,B_US00695,S006547,Active,2005-07-18,2025-11-28,28.818388309997164,5.7788767968058465
Christina Conner,C009231,Personal,"73949 Charlotte Expressway Apt. 475, Oliverbury, AS 22361",277-746-3158,christina.conner@hernandez.net,B_US00695,S006127,Prospect,2004-12-28,2025-11-28,20.3271905536512,7.237882836201774
Olivia Gardner,C006505,Personal,"419 Kenneth Square Apt. 042, West Stevenhaven, WI 28799",423.746.5763x5246,olivia.gardner@mcgrath-franklin.org,B_US00223,S006091,Prospect,2005-01-27,2025-11-28,22.62758742540767,5.45124580727761
Tiffany Boone,C001139,Commercial,"8450 Green Streets Apt. 638, West Ryanside, AR 91118",2762580302,tiffany.boone@benson-ross.biz,B_US00695,S005873,Prospect,2005-02-14,2025-11-28,15.808070890057724,7.950593228388931
Edward Green,C002364,Commercial,"2604 Jennifer Mountains Suite 840, Lake Henryborough, OH 48963",686.794.5930,edward.green@howard.com,B_US00223,S001124,Prospect,2005-10-22,2025-11-28,18.137397098143815,9.859777040160395
Janet Wallace,C007853,Personal,"526 Steven Landing, Fergusonport, AK 68127",(722)237-0462x5036,janet.wallace@barnett.com,B_US00730,S002604,Inactive,2005-11-11,2025-11-28,15.22254134184008,6.157348848591991
Wendy Martinez,C004153,Personal,"5514 Alicia Prairie Suite 156, East Alexanderchester, NM 18820",+1-376-399-3836,wendy.martinez@jackson.com,B_US00223,S006856,Inactive,2004-12-18,2025-11-28,17.887724745645773,10.0
Darrell Sullivan,C006687,Commercial,"495 Clark Fords, Christopherland, DE 07927",(403)539-0914,darrell.sullivan@sweeney-moore.biz,B_US00695,S009640,Active,2005-07-16,2025-11-28,14.62017540018482,4.109066793325911
Christie Baxter,C009712,Personal,"9596 Aguilar Branch, Lindashire, LA 55137",533.561.9582x189,christie.baxter@harmon.info,B_US00966,S003472,Inactive,2005-02-17,2025-11-28,6.922292206484968,3.413528763600754
Zachary Alexander,C003651,Personal,"867 Reyes Fort Suite 647, Tabithaburgh, MH 21058",881.539.8735,zachary.alexander@sanchez.com,B_US00223,S002330,Active,2005-05-22,2025-11-28,22.018688350475855,6.151139521842206
Kelly Wilson,C007547,Commercial,"289 Small Creek, Paulland, MS 91780",451-833-0164x15535,kelly.wilson@frank.biz,B_US00966,S003007,Prospect,2005-06-23,2025-11-28,7.223395189998657,10.0
Eric Hall,C002931,Personal,"379 Maria Skyway Suite 330, North Russellland, OH 80461",(992)318-6822x586,eric.hall@mccarthy.net,B_US00105,S006880,Prospect,2005-02-06,2025-11-28,12.568954280209253,10.0
Cynthia Richard,C005096,Commercial,"1519 Lauren Club Apt. 238, Stoneberg, ND 68871",878-371-3875x543,cynthia.richard@perez-fernandez.biz,B_US00223,S004698,Active,2005-02-01,2025-11-28,30.277941685655257,4.419272071986542
Kelly Mullen,C005853,Personal,"31249 Stephanie Via Apt. 002, Michaelview, VA 77788",811.563.6821x6076,kelly.mullen@gregory.org,B_US00225,S008811,Inactive,2005-11-23,2025-11-28,12.860941339839847,5.248374368798715
Alyssa Kelly,C006657,Personal,"1088 Brown Village Apt. 882, Buckleyton, DC 16259",433.477.2691,alyssa.kelly@malone-cruz.info,B_US00831,S002459,Inactive,2005-01-29,2025-11-28,9.03467946775499,8.439058152849764
Scott Johnson,C005203,Commercial,"3981 Amber Union Apt. 492, Zacharyhaven, VT 86394",(446)506-0426,scott.johnson@williams.biz,B_US00256,S003095,Inactive,2005-09-30,2025-11-28,18.763107264518723,4.217016599927538
Krystal Reed,C002481,Commercial,"8955 Roach Extension, Lisaside, WA 27561",(392)699-5757x269,krystal.reed@pittman-howard.com,B_US00223,S002592,Prospect,2005-01-05,2025-11-28,6.3582020946535565,7.690136526169682
Jacob Taylor,C001963,Commercial,"93109 David Trace, Port Jessicaville, SC 29724",8397437111,jacob.taylor@wyatt.com,B_US00225,S002354,Inactive,2005-07-20,2025-11-28,20.37169176160016,7.886357342208814
Amy Clark,C004768,Commercial,"21854 Kane Neck, South Johnstad, WY 06712",455.442.7595x226,amy.clark@gibson-robertson.com,B_US00105,S006103,Active,2005-04-27,2025-11-28,6.897674307070268,5.318936491245488
Jonathon Vazquez,C005980,Personal,"5481 Michael Inlet, Roweside, TN 21033",980-669-1788,jonathon.vazquez@jones.org,B_US00225,S004909,Prospect,2005-06-06,2025-11-28,11.105583150034569,5.545845476935993
Veronica Knox,C007809,Personal,"27355 Taylor Spurs, Lake Manuelshire, NC 19089",527.435.9999x7770,veronica.knox@patterson.biz,B_US00749,S001028,Active,2005-03-28,2025-11-28,6.995665766820872,10.0
Stephanie Rangel,C004148,Personal,"2108 Lawson Coves Apt. 267, New Rickyfort, PW 80247",249.876.5646,stephanie.rangel@holland-lewis.com,B_US00198,S008482,Inactive,2004-11-30,2025-11-28,20.130803290993285,7.609212590446657
Ricardo Choi,C003664,Commercial,"USS Cooke, FPO AP 82368",710-766-9525,ricardo.choi@brown.com,B_US00749,S008584,Prospect,2005-03-21,2025-11-28,17.166493907532995,7.5539386971954645
Sean Ali,C001329,Personal,"67485 William Groves, West Randy, MI 52627",(403)593-2821x7719,sean.ali@simpson.biz,B_US00749,S005993,Inactive,2005-11-10,2025-11-28,7.149632534628736,4.642901792071433
David Hall,C005537,Commercial,"661 Mccullough Lodge Suite 060, Port Jessica, GU 14616",(546)767-6494x078,david.hall@gardner.com,B_US00831,S001350,Prospect,2005-03-05,2025-11-28,13.500294299111617,4.125444040489711
Mark Bowman,C002850,Commercial,"651 Lin Green Suite 034, South Virginia, AR 15848",+1-253-974-0917,mark.bowman@martin.net,B_US00831,S005803,Prospect,2005-07-13,2025-11-28,18.372128490061563,7.4917377540601
Jason Rivas,C008924,Personal,"PSC 8560, Box 4488, APO AA 15558",+1-752-336-3393x3422,jason.rivas@washington.org,B_US00223,S002435,Inactive,2005-02-17,2025-11-28,9.773927958133802,10.0
Kristina Hester,C008422,Commercial,"8795 Laura Villages, West Brentberg, UT 47800",647-627-3888x577,kristina.hester@mccormick.info,B_US00105,S008013,Active,2005-03-06,2025-11-28,23.503632672258483,9.099195697159768
Joshua Solomon Jr.,C005992,Commercial,"7304 Campbell Road Suite 636, Spencerfurt, ND 30596",875-350-2511,joshua.solomon.jr.@daniels.org,B_US00749,S005161,Active,2005-10-16,2025-11-28,21.96145418096197,7.828009183032442
Justin Haley,C008080,Personal,"7098 Wilson Mission Suite 370, North Gregoryside, VT 18867",+1-388-780-1024,justin.haley@jones.com,B_US00198,S009669,Inactive,2005-02-03,2025-11-28,15.114098701570452,5.060763919598687
Stephanie Krueger,C009684,Personal,"441 Aaron Ports Suite 792, Rushfurt, RI 81132",918-942-2563x140,stephanie.krueger@duran.com,B_US00695,S001884,Active,2005-07-25,2025-11-28,7.013039722360256,8.400100907611554
Daniel Everett,C005792,Personal,"38883 Faulkner Valleys Apt. 184, Gomezfort, RI 55833",(415)788-1641,daniel.everett@yu-gardner.com,B_US00225,S006694,Inactive,2005-07-07,2025-11-28,5.374366748271134,4.355614579840891
Sean Burke,C004959,Commercial,"85338 Miller Motorway, East Dawnshire, AK 49694",584.836.6584x64567,sean.burke@thompson.com,B_US00695,S007257,Active,2005-04-13,2025-11-28,27.577400437623545,6.263704975350534
Clayton Campbell,C004832,Commercial,"53456 Pearson Locks, West Bryanview, AK 58551",(998)960-7079x675,clayton.campbell@gonzales-pennington.com,B_US00198,S001842,Prospect,2005-02-03,2025-11-28,12.556686961438466,4.543247021075114
John Barrett,C007427,Commercial,"06993 Jacobs Valleys, Lake Suzanne, WI 88873",001-291-408-6993,john.barrett@day.com,B_US00966,S009026,Inactive,2005-02-07,2025-11-28,5.792833107935129,3.8968885204881265
Jennifer Simmons,C003549,Commercial,"39200 Wilkerson Prairie Suite 098, Port Krista, IN 86494",773.254.2978x934,jennifer.simmons@chapman-bailey.com,B_US00225,S001650,Inactive,2005-06-18,2025-11-28,23.7074707266162,7.856245927760764
Terry Flores,C007176,Personal,"39599 Velazquez Court, Smithhaven, VA 16669",001-398-470-6824,terry.flores@steele.com,B_US00256,S003617,Inactive,2005-05-07,2025-11-28,6.94369751139428,7.217627100348516
Charles Rice,C006160,Commercial,"7140 Sutton Key, Jennifershire, WA 64931",001-694-646-1082x54636,charles.rice@ware.biz,B_US00966,S007474,Inactive,2005-01-14,2025-11-28,6.070254230924334,9.233736264959585
Alexander Fitzgerald,C008148,Commercial,"377 Samuel Road Apt. 016, Port Tracy, CO 97247",843.388.3396x4580,alexander.fitzgerald@barton.net,B_US00966,S002791,Active,2004-11-28,2025-11-28,18.18066548669647,6.440990704920048
Stacy Nicholson,C006994,Personal,"98968 Wells Forks, West Matthewbury, DC 58503",488.277.9639,stacy.nicholson@richardson.com,B_US00695,S009579,Inactive,2005-06-24,2025-11-28,11.641552768936382,5.029891537276676
Karen Hudson,C001280,Personal,"922 Mary Branch Apt. 968, New James, MT 38573",5828443067,karen.hudson@meza.biz,B_US00695,S005100,Inactive,2005-08-03,2025-11-28,17.835939152407015,5.988098467138967
Steven Singleton,C008538,Commercial,"860 Barron Underpass Suite 739, Francisview, MS 59874",863.847.5065x4092,steven.singleton@moreno.com,B_US00695,S007429,Inactive,2005-11-03,2025-11-28,18.112491495860958,10.0
Theresa Jones,C007950,Personal,"74817 Martinez Route Apt. 073, Mistychester, DE 63360",(217)274-0723x3253,theresa.jones@blackwell.com,B_US00695,S009413,Inactive,2004-12-20,2025-11-28,26.494083765581877,7.931543704026119
Cole White,C009914,Commercial,"40333 Sharon Plaza Suite 630, Andrewtown, WI 18526",439-746-8317x3376,cole.white@wright-rhodes.com,B_US00225,S008539,Active,2005-06-26,2025-11-28,6.4329874520260955,10.0
Michael Vaughn,C006300,Commercial,"82541 Edward Square, North Tiffany, WY 66320",001-318-487-4013x451,michael.vaughn@nixon.com,B_US00730,S003152,Prospect,2005-07-29,2025-11-28,14.627277564882702,8.251506568480064
Derek Greer,C002209,Commercial,"588 Delacruz Roads, New Janet, SC 86385",(811)850-7680,derek.greer@nichols.com,B_US00730,S004945,Prospect,2005-09-28,2025-11-28,9.598141265907763,5.158271507446222
Gary Ramos DDS,C008738,Personal,"417 Perry Passage, South Larryport, WY 73660",001-380-846-0475,gary.ramos.dds@shields-munoz.com,B_US00225,S006628,Active,2005-07-12,2025-11-28,7.9433074179576195,7.154540861819292
Wesley Soto,C001527,Commercial,"69109 Hopkins Falls, Lake Richard, OK 13977",(435)399-5251,wesley.soto@graham.com,B_US00256,S005822,Prospect,2005-05-12,2025-11-28,27.143162331950762,6.684260835329224
Shannon Ruiz,C005896,Personal,"2134 Emily Gardens Suite 350, Lake Scottfurt, FM 71516",(758)433-9849,shannon.ruiz@villanueva-smith.net,B_US00730,S007665,Active,2005-10-25,2025-11-28,31.888796197797586,8.095234917254054
John Stewart,C006742,Personal,"3110 Brenda Springs, Thomaschester, WA 04307",+1-742-962-0826x901,john.stewart@tucker-foster.com,B_US00105,S007691,Prospect,2005-11-18,2025-11-28,7.259713779621134,5.341964234273721
Daniel Clark,C002077,Commercial,"8541 Kelley Spurs, Timothyborough, NH 65846",001-465-694-1734x34405,daniel.clark@edwards.com,B_US00966,S008708,Active,2005-10-05,2025-11-28,10.350764779632932,7.716515516159009
Angel Bridges,C004875,Commercial,"50272 Gonzales Dam, Fishertown, CO 50500",638-938-1731x735,angel.bridges@forbes.com,B_US00105,S004607,Prospect,2005-11-13,2025-11-28,17.970075750384197,3.184366045288937
Amber Johnson,C009319,Personal,"56822 Daniel Dale Apt. 489, New Angelaberg, VA 60955",949.490.9856x94022,amber.johnson@dawson.biz,B_US00749,S002702,Prospect,2004-12-26,2025-11-28,21.524462881650468,6.758701618090163
Anna Reeves,C007737,Commercial,"81725 Kara Knolls, North James, NJ 25793",(703)587-0592x2061,anna.reeves@williamson-munoz.com,B_US00223,S002948,Active,2005-08-28,2025-11-28,22.897920680534774,4.8015130834246
Heidi Santiago,C006853,Personal,"49606 Williams Ranch, Carrieton, VI 65052",(611)660-7300x2757,heidi.santiago@park-murphy.biz,B_US00198,S008122,Active,2005-02-08,2025-11-28,20.644660815114705,7.939364671177454
Timothy Smith,C004383,Personal,"77716 Anderson Isle Apt. 650, New Wesley, NM 93785",540-449-3026x2264,timothy.smith@jones.com,B_US00966,S003660,Inactive,2005-05-05,2025-11-28,14.358602552670952,7.016320341029582
Eric Brown,C002113,Commercial,"5240 Barnes Heights, Meganton, VA 31888",(571)245-9549,eric.brown@hart.net,B_US00105,S003918,Active,2005-08-10,2025-11-28,16.863261730160467,7.281894846043359
James Morris,C002636,Personal,"00841 Michelle Plaza, West Jenniferport, TN 58314",+1-519-370-6713,james.morris@white.org,B_US00730,S003142,Prospect,2005-10-14,2025-11-28,2.31054091550857,9.719027379330788
Daniel Valdez,C004141,Commercial,"8867 Diaz Landing, East Jason, IN 64667",+1-860-540-5412,daniel.valdez@fox.info,B_US00695,S008187,Prospect,2004-12-24,2025-11-28,14.71605612933548,6.156874799472472
Terri Ali,C001010,Personal,"6031 Nelson Forks Apt. 175, Danielmouth, GU 20471",705-738-9355x21080,terri.ali@green-stokes.biz,B_US00225,S009049,Inactive,2005-04-14,2025-11-28,9.16665189857978,6.352542929805251
Peter Davis,C003953,Personal,"783 Jenna Shoal, Port Aaronfurt, NJ 40935",(781)562-1701x5254,peter.davis@jones-powell.com,B_US00223,S009428,Inactive,2005-11-22,2025-11-28,13.558735686933533,9.589593021952918
Tammy Guzman,C006181,Commercial,"4457 James Field, South Davidland, DC 79097",(808)316-3577x3529,tammy.guzman@russell.net,B_US00966,S002031,Prospect,2005-11-16,2025-11-28,31.671579953218234,4.566889773521257
Christopher Forbes,C005848,Commercial,"600 Clayton Lake, West Stephenfurt, OR 41752",001-267-506-3831,christopher.forbes@gentry.org,B_US00749,S006504,Active,2005-09-26,2025-11-28,24.636149714383983,6.739241655068888
Brendan Adams,C001175,Personal,"195 Murray Forges, Carpenterfurt, PA 41745",(859)373-2826x6914,brendan.adams@hurst-li.com,B_US00223,S005079,Prospect,2004-12-29,2025-11-28,12.317938357948591,4.872425666516952
Jill Gonzalez,C004192,Commercial,"6711 Anthony Station, New Stephenport, TN 92235",001-784-257-8770x033,jill.gonzalez@ramos.net,B_US00256,S006626,Prospect,2004-12-21,2025-11-28,3.2293433463168704,7.210503652098937
Alicia Vasquez,C007603,Personal,"693 Hamilton Forest, Lake Carlyton, VA 58421",920.360.5338,alicia.vasquez@pham-rodriguez.com,B_US00105,S007860,Active,2005-10-05,2025-11-28,12.838015883402829,6.64057602858502
Victor Carson,C004880,Personal,"5556 Christie Trafficway, Port John, WA 72915",001-303-858-3680x878,victor.carson@chan.biz,B_US00966,S005765,Active,2005-03-26,2025-11-28,24.741468480687864,9.816441473457985
James Hernandez,C001174,Commercial,"53193 Jeffrey Station Apt. 987, Tarafort, NV 01282",571.383.0178x280,james.hernandez@harrison.com,B_US00256,S008564,Prospect,2005-02-27,2025-11-28,14.917232477734693,3.215924570035904
Kim Bell,C002571,Personal,"3628 Michele Tunnel, Kimberlyton, MD 19631",001-298-619-8450x41182,kim.bell@hughes.com,B_US00695,S005510,Prospect,2005-08-07,2025-11-28,17.845618231040707,6.963212912427273
Ashley Tucker,C004355,Personal,"PSC 5468, Box 1969, APO AA 03804",001-246-977-6900x04328,ashley.tucker@montgomery.com,B_US00966,S005575,Active,2005-03-19,2025-11-28,0.8743391365353919,8.198526816398235
Erica Richards,C002610,Personal,"USS Knight, FPO AE 39076",937-688-6045,erica.richards@brown-ellis.org,B_US00256,S009330,Active,2004-12-31,2025-11-28,25.023614051632315,8.576677615107423
Christina Fox DVM,C004002,Commercial,"PSC 4965, Box 7510, APO AP 30921",(326)569-2640,christina.fox.dvm@jones.com,B_US00749,S001373,Inactive,2005-05-05,2025-11-28,18.631622359065247,8.51877105485095
Dr. Sandy Mercado,C006598,Personal,"47461 Makayla Crossroad Apt. 224, Johnsonview, VA 91034",+1-570-718-8097x7532,dr..sandy.mercado@smith-schaefer.org,B_US00105,S008352,Active,2004-12-04,2025-11-28,9.80847545749792,9.578306032563532
Connie Perez,C003416,Commercial,"530 Henry Hills Suite 662, Lake Brian, FM 55771",(718)486-0716,connie.perez@brown.com,B_US00749,S004253,Inactive,2005-07-31,2025-11-28,13.145157060465507,5.388735790480757
Kevin Estrada,C004869,Personal,"9861 Townsend Mill, East Donaldville, MP 28649",596.456.1450,kevin.estrada@adams.com,B_US00223,S005042,Prospect,2005-03-10,2025-11-28,29.416875177103464,7.3275379957022695
Steven Bailey,C003407,Personal,"782 Smith Locks Apt. 876, Parkmouth, MT 78398",349-627-7257x03711,steven.bailey@kennedy.biz,B_US00749,S003145,Active,2005-08-10,2025-11-28,12.25795730577898,5.377957363337966
Nicholas Thompson,C009579,Commercial,"35128 Jennifer Hills, South Melissa, AS 21974",9378439354,nicholas.thompson@weiss.com,B_US00831,S004656,Inactive,2005-06-02,2025-11-28,33.78110542655567,6.386810114096414
Taylor Wise,C007130,Commercial,"4661 Moore Estates Suite 369, New Judithburgh, NH 30747",888.976.6600,taylor.wise@stevens.biz,B_US00730,S003857,Prospect,2005-08-27,2025-11-28,19.508849306667052,5.8648198997437335
Deborah Braun,C007364,Personal,"8576 Anita Gateway Apt. 233, New Duane, SC 09048",6882527861,deborah.braun@beasley.com,B_US00223,S005054,Prospect,2005-09-30,2025-11-28,16.407134481272987,6.525651299126403
